CANOIL PRODUCT AND CUSTOMER LIST
Generated: 2025-12-01 18:43:01

================================================================================
PRODUCTS WITH PACKAGING SIZES
================================================================================

Item No.,Description,Packaging Size,Stocking Units,Purchasing Units,Unit Weight,Status,Item Type,Stock,Recent Cost,Standard Cost
AW-G20802DRM,AwSUM Aeriol ThixO#2 AG (G-2080-2) - 180 kg drum,"180kg, Drum",DRUM,DRUM,0,Active,Assembled,0.000000,$0.000000,$0.000000
AW-INFINITY PEN-4X4L JUG,AwSUM Infinity Heavy Duty Penetrator (Pen) - 4×4 L case,Case,CASE,CASE,0,Active,Assembled,0.000000,$8.550000,$8.550000
AW-INFINITY PEN12X425G,AwSUM Infinity Heavy Duty Penetrator (Pen) - 12×425 g case,"Case, CASE12",CASE12,CASE12,0,Active,Assembled,0.000000,$5.994000,$12.590870
AW-INFINITY RCL 12X425G,AwSUM Infinity RCL Heavy Duty Lubricator - 12×350 g case,"Case, CASE12",CASE12,CASE12,0,Active,Assembled,0.000000,$9.919037,$26.771930
AW-INFINITY RCL 20L PAIL,AwSUM Infinity RCL Heavy Duty Lubricator - 20 L pail,Pail,PAIL,PAIL,0,Active,Assembled,0.000000,$59.950800,$60.475760
AW-INFINITY RCL TOTE,AwSUM Infinity RCL Heavy Duty Lubricator - Tote,LITER,LITER,LITER,0,Active,Raw Material,0.000000,$0.000000,$0.000000
AW-INFINITY RCL-4X4L JUG,AwSUM Infinity RCL Heavy Duty Lubricator - 4×4 L case,Case,CASE,CASE,0,Active,Assembled,0.000000,$48.614640,$49.034608
AW-INFINITYSPRAYLUBE,AwSUM Infinity Penetrating Aerosol Spray - 205 L / 54.2 US g,"LITER, DRUM",LITER,DRUM,0,Active,Raw Material,0.000000,$0.000000,$0.000000
AW-LABEL AERIOL THIXO2,AwSUM Aeriol ThixO#2 AG (G-2080-2) - Label,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
AW-LABEL AERIOLTHIXO SYN,AwSUM Aeriol ThixOSyn AG (G-2231-2) - Label,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
AW-LABEL PWRUP THIXO2,AwSUM PowerSUM ThixOgrease2 IG (G-2080-2) - Label,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
AW-LABEL PWRUPTHIXO SYN2,AwSUM PowerSUM ThixOsyn2 IG (G-2231-2) - Label,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
AW-LABEL RCL 350G,AwSUM Infinity RCL Heavy Duty Lubricator - Label,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
AW-THIXOGREASE 0-P17,AwSUM PowerUp ThixOgrease0 - 17 kg pail,"17kg, Pail",PAIL,PAIL,0,Active,Assembled,0.000000,$21.017314,$7.250000
AW32 TURBINE FRMULA-1L,Anti-Wear 32 hydraulic/turbine fluid - Formulation (1 L),LITER,LITER,LITER,0,Active,Assembled,0.000000,$0.948015,$0.948020
AW46 TURBINE FRMULA-1L,Anti-Wear 46 hydraulic/turbine fluid - Formulation (1 L),LITER,LITER,LITER,0,Active,Assembled,0.000000,$0.959900,$0.959895
AW68 TURBINE FRMULA-1L,Anti-Wear 68 Turbine Fluid - Formulation (1 Liter),LITER,Liter,Liter,0,Active,Assembled,0.000000,$2.004997,$0.000000
AWAERIOLTHIXO2,AwSUM Aeriol ThixO#2 AG (G-2080-2) - 30×(425+10) g case,"Case, CASE30",CASE30,CASE30,1,Active,Assembled,0.000000,$2.928117,$3.038740
AWAERIOLTHIXO2K55,AwSUM Aeriol ThixO#2 AG (G-2080-2) - 55 kg keg,"55kg, Keg",KEG,KEG,1,Active,Assembled,0.000000,$0.000000,$43.200000
AWAERIOLTHIXO2P17,AwSUM Aeriol ThixO#2 AG (G-2080-2) - 17 kg pail,"17kg, Pail",PAIL,PAIL,1,Active,Assembled,0.000000,$0.000000,$7.250000
AWAERIOLTHIXO2TUBE,AwSUM Aeriol ThixO#2 AG (G-2080-2) - 425+10 g tube,Tube,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
AWAERIOLTHIXOSYN,AwSUM Aeriol ThixOSyn AG (G-2231-2) - 3×10×(400+10) g case,"Case, CASE30",CASE30,CASE30,1,Active,Assembled,0.000000,$2.593233,$3.038740
AWAERIOLTHIXOSYNK55,AwSUM Aeriol ThixOSyn AG (G-2231-2) - 55 kg keg,"55kg, Keg",KEG,KEG,1,Active,Assembled,0.000000,$0.000000,$43.200000
AWAERIOLTHIXOSYNP17,AwSUM Aeriol ThixOSyn AG (G-2231-2) - 17 kg pail,"17kg, Pail",PAIL,PAIL,1,Active,Assembled,0.000000,$9.930000,$7.250000
AWAERIOLTHIXOSYNTUBE,AwSUM Aeriol ThixOSyn AG (G-2231-2) - 400+10 g tube,Tube,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
AWPWRUPTHIXO2K55,AwSUM PowerSUM ThixOgrease2 IG (G-2080-2) - 55 kg keg,"55kg, Keg",KEG,KEG,1,Active,Assembled,0.000000,$58.660000,$43.200000
AWPWRUPTHIXO2P17,AwSUM PowerSUM ThixOgrease2 IG (G-2080-2) - 17 kg pail,"17kg, Pail",PAIL,PAIL,1,Active,Assembled,0.000000,$9.930000,$7.250000
AWPWRUPTHIXO2P4,AwSUM PowerSUM ThixOgrease2 IG (G-2080-2) - 4 kg pail,"4kg, Pail",PAIL,PAIL,0,Active,Assembled,0.000000,$3.080000,$0.000000
AWPWRUPTHIXOG2,AwSUM PowerSUM ThixOgrease2 IG (G-2080-2) - 3×10×(425+10) g,CASE30,CASE30,CASE30,1,Active,Assembled,0.000000,$3.741511,$3.038740
AWPWRUPTHIXOG2TUBE,AwSUM PowerSUM ThixOgrease2 IG (G-2080-2) - 425+10 g tube,Tube,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
AWPWRUPTHIXOSYN2,AwSUM PowerSUM ThixOSyn2 IG (G-2231-2) - 3×10×(400+10) g cas,CASE30,CASE30,CASE30,1,Active,Assembled,0.000000,$3.415167,$3.038740
AWPWRUPTHIXOSYN2K55,AwSUM PowerSUM ThixOSyn2 IG (G-2231-2) - 55 kg keg,"55kg, Keg",KEG,KEG,1,Active,Assembled,0.000000,$0.000000,$43.200000
AWPWRUPTHIXOSYN2P17,AwSUM PowerSUM ThixOSyn2 IG (G-2231-2) - 17 kg pail,"17kg, Pail",PAIL,PAIL,1,Active,Assembled,0.000000,$9.930000,$7.250000
AWPWRUPTHIXOSYN2TUBE,AwSUM PowerSUM ThixOSyn2 IG (G-2231-2) - 400+10 g tube,Tube,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
AWSUMBLACKCAPS,AwSUM black cap,BOX,EA,Box,1,Active,Raw Material,0.000000,$0.000000,$0.000000
AWTHIXOSUMTHIXOFOOD2,AwSUM ThixoSUM ThixOFood2 - 3×10×400 g case (G-2234-2),"Case, CASE30",CASE30,CASE30,1,Active,Assembled,0.000000,$109.370251,$103.118740
AWTHIXOSUMTHIXOFOOD2K55,AwSUM ThixoSUM ThixOFood2 - 55 kg keg (G-2234-2),"55kg, Keg",KEG,KEG,1,Active,Assembled,0.000000,$0.000000,$501.900000
AWTHIXOSUMTHIXOFOOD2P17,AwSUM ThixoSUM ThixOFood2 - 17 kg pail (G-2234-2),"17kg, Pail",PAIL,PAIL,1,Active,Assembled,0.000000,$130.140000,$149.030000
AWTHIXOSUMTHIXOFOOD2TUBE,AwSUM ThixoSUM ThixOFood2 - 400 g tube,Tube,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
B-DURA 450-275GAL,Duratherm 450/450-FG - 275 US gal tote,TOTE,TOTE,TOTE,0,Active,Raw Material,0.000000,"$2,778.462500",$0.000000
B-DURA 450-55GAL,Duratherm 450/450-FG - 55 US gal plastic drum,Drum,DRUM,DRUM,1,Active,Raw Material,0.000000,$718.520000,$562.347500
B-DURA 450-55GAL ST,Duratherm 450/450-FG - 55 US gal steel drum,"Drum, ST DRUM",ST DRUM,ST DRUM,0,Active,Raw Material,0.000000,$683.100000,$568.012500
B-DURA 450-5GAL,Duratherm 450/450-FG - 5 US gal jug,JUG,JUG,JUG,1,Active,Raw Material,0.000000,$77.745000,$59.592500
B-DURA 600-275GAL,Duratherm 600/630/FG - 275 US gal tote,TOTE,TOTE,TOTE,1,Active,Raw Material,0.000000,"$3,338.775000","$2,662.000000"
B-DURA 600-330GAL,Duratherm 600/630/FG - 330 US gal tote,TOTE,TOTE,TOTE,0,Active,Raw Material,0.000000,$0.000000,$0.000000
B-DURA 600-55GAL,Duratherm 600/630/FG - 55 US gal plastic drum,Drum,DRUM,DRUM,1,Active,Raw Material,0.000000,$679.470000,$539.055000
B-DURA 600-55GAL ST,Duratherm 600/630/FG - 55 US gal steel drum,"Drum, ST DRUM",ST DRUM,ST DRUM,1,Active,Raw Material,0.000000,$650.760000,$0.000000
B-DURA 600-5GAL,Duratherm 600/630/FG - 5 US gal jug,JUG,JUG,JUG,1,Active,Raw Material,0.000000,$74.195000,$57.475000
B-DURA G-55GAL,Duratherm G - 55 US gal plastic drum,Drum,DRUM,DRUM,1,Active,Raw Material,0.000000,"$1,467.840000","$1,124.695000"
B-DURA G-55GAL ST,Duratherm G - 55 US gal steel drum,"Drum, ST DRUM",ST DRUM,ST DRUM,0,Active,Raw Material,0.000000,"$1,588.125000","$1,184.590000"
B-DURA G-5GAL,Duratherm G - 5 US gal jug,JUG,JUG,JUG,1,Active,Raw Material,0.000000,$148.745000,$164.762500
B-DURA G-LV-55GAL,Duratherm G-LV - 55 US gal plastic drum,Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,"$1,402.500000",$0.000000
B-DURA G-LV-5GAL,Duratherm G-LV - 5 US gal jug,JUG,JUG,JUG,0,Active,Raw Material,0.000000,$138.437500,$0.000000
B-DURA G-WS46- 5GAL,Duratherm G-WS PAG 46 - 5 US gal jug,JUG,JUG,JUG,1,Active,Raw Material,0.000000,$170.340000,$143.687500
B-DURA G-WS46-275GAL,Duratherm G-WS46 - 275 US gal tote,TOTE,TOTE,TOTE,0,Active,Raw Material,0.000000,"$7,648.437500",$0.000000
B-DURA G-WS46-55GAL,Duratherm G-WS46 - 55 US gal plastic drum,Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,"$1,730.025000",$0.000000
B-DURA HF-275GAL,Duratherm HF/HF-FG - 275 US gal tote (Chev),TOTE,TOTE,TOTE,1,Active,Raw Material,0.000000,"$3,650.487500","$2,478.987500"
B-DURA HF-330GAL,Duratherm HF/HF-FG - 330 US gal tote,TOTE,TOTE,TOTE,0,Active,Raw Material,0.000000,$0.000000,$0.000000
B-DURA HF-55GAL,Duratherm HF/HF-FG - 55 US gal plastic drum (Chev),Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,$725.560000,$502.452500
B-DURA HF-5GAL,Duratherm HF/HF-FG - 5 US gal jug,JUG,JUG,JUG,0,Active,Raw Material,0.000000,$77.860000,$0.000000
B-DURA HTO POUR PT-5GAL,HTO pour point additive system - 5 US gal jug,PAIL,PAIL,PAIL,0,Active,Raw Material,0.000000,$141.562500,$0.000000
B-DURA HTO-BASE,Duratherm HTO-Base - 275 US gal tote,TOTE,TOTE,TOTE,0,Active,Raw Material,0.000000,"$2,951.437500",$0.000000
B-DURA HTO-BULK,B-DURATHERM HTO- BULK,GALLON,Gallon,Gallon,0,Inactive,Raw Material,0.000000,$11.230750,$0.000000
B-DURA HTO22FG-275GAL,Duratherm HTO22-FG - 275 US gal tote,TOTE,TOTE,TOTE,1,Active,Raw Material,0.000000,"$3,134.450000","$2,246.062500"
B-DURA HTO22FG-55GAL,Duratherm HTO22-FG - 55 US gal plastic drum,Drum,DRUM,DRUM,1,Active,Raw Material,0.000000,$624.580000,$0.000000
B-DURA HTO22FG-5GAL,Duratherm HTO22-FG - 5 US gal jug,JUG,JUG,JUG,0,Active,Raw Material,0.000000,$68.680000,$0.000000
B-DURA HTO630-275GAL,Duratherm HTO/HTO-FG/630L - 275 US gal tote,TOTE,TOTE,TOTE,0,Active,Raw Material,0.000000,"$3,241.150000",$0.000000
B-DURA HTO630-55GAL,Duratherm HTO/HTO-FG/630L - 55 US gal plastic drum,Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,$627.412500,$0.000000
B-DURA HTO630-55GAL ST,Duratherm HTO/HTO-FG/630L - 55 US gal steel drum,"Drum, ST DRUM",ST DRUM,ST DRUM,0,Active,Raw Material,0.000000,$0.000000,$0.000000
B-DURA HTO630-5GAL,Duratherm HTO/HTO-FG/630L - 5 US gal jug,JUG,JUG,JUG,0,Active,Raw Material,0.000000,$0.000000,$0.000000
B-DURA HTO630-BULK,Duratherm HTO/HTO-FG/630L - 1 US gal (Bulk),GALLON,Gallon,Gallon,0,Active,Raw Material,0.000000,$11.230750,$0.000000
B-DURA LT-55GAL,Duratherm LT - 55 US gal plastic drum,Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,"$1,133.220000",$785.290000
B-DURA LT-5GAL,Duratherm LT - 5 US gal jug,JUG,JUG,JUG,0,Active,Raw Material,0.000000,$114.920000,$0.000000
B-DURA S-55GAL,Duratherm S - 55 US gal plastic drum,Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,"$3,224.749000","$2,292.647500"
B-DURA S-5GAL,Duratherm S - 5 US gal jug,JUG,JUG,JUG,1,Active,Raw Material,0.000000,$317.299000,$216.892500
B-DURA XLT-120,[B-Dura] Duratherm XLT-120 - 4×1 L can,CASE,CASE,CASE,0,Inactive,Raw Material,0.000000,$0.000000,$0.000000
B-DURA XLT-120 55GAL,Duratherm XLT-120 - 55 US gal steel drum,Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,$728.750000,$0.000000
B-DURA XLT-2- 55GAL,Duratherm XLT-2 - 55 US gal drum,Drum,Drum,Drum,1,Active,Raw Material,0.000000,"$1,094.181000",$0.000000
B-DURA XLT-2- 5GAL,Duratherm XLT-2 - 5 US gal jug (in multiples of 5),JUG,Jug,Jug,0,Active,Raw Material,0.000000,$118.388000,$67.457500
B-DURA XLT-50,Duratherm XLT-50 - 4×1 L can,CASE,CASE,CASE,0,Active,Raw Material,0.000000,$0.000000,$0.000000
B-DURA-TRANS-DTT,Transfer from plastic or steel drum to tote,Drum,EA,EA,0,Active,Raw Material,0.000000,$359.375000,$0.000000
B-DURA-TRANS-PAIL,Transfer from tote or drum to pail,"Drum, Pail",EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
B-DURA-TRANS-TTD,Transfer from tote to plastic drum,Drum,EA,EA,0,Active,Raw Material,0.000000,$97.512500,$0.000000
B-DURA-TRANS-TTSD,Transfer from tote or plastic drum to steel drum,Drum,EA,EA,0,Active,Raw Material,0.000000,$110.000000,$0.000000
B-DURA-UCLEAN-275GAL,DuraClean/U-Clean - 275 US gal Tote,TOTE,Tote,Tote,0,Active,Raw Material,0.000000,"$5,234.625000",$0.000000
B-DURA-UCLEAN-55GAL,DuraClean/U-Clean - 55 US gal plastic drum,Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,"$1,065.900000",$715.412500
B-DURA-UCLEAN-5GAL,DuraClean/U-Clean - 5 US gal jug,JUG,JUG,JUG,1,Active,Raw Material,0.000000,$111.200000,$73.507500
B-DURA13-275GAL,Duratherm 13 - 275 US gal tote,TOTE,TOTE,TOTE,0,Active,Raw Material,0.000000,"$3,685.000000",$0.000000
B-DURA13-55GAL,Duratherm 13 - 55 US gal plastic drum,Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,$0.000000,$0.000000
B-DURA13-5GAL,Duratherm 13 - 5 US gal jug,JUG,JUG,JUG,0,Active,Raw Material,0.000000,$0.000000,$0.000000
B-DURACLEAN 450FG-55GAL,DuraClean 450FG - 55 US gal plastic drum,Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,"$2,034.450000",$0.000000
B-DURACLEAN 450FG-5GAL,DuraClean 450FG - 5 US gal jug,JUG,JUG,JUG,0,Active,Raw Material,0.000000,$0.000000,$0.000000
B-DURACLEAN FG-55GAL,DuraClean FG - 55 US gal plastic drum,Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,"$1,952.280000",$0.000000
B-DURACLEAN FG-5GAL,DuraClean FG - 5 US gal jug,JUG,JUG,JUG,1,Active,Raw Material,0.000000,$193.557500,$0.000000
B-DURACLEANLSC-275GAL,DuraClean LSC - 275 US gal tote,TOTE,TOTE,TOTE,0,Active,Raw Material,0.000000,"$6,769.400000",$0.000000
B-DURACLEANLSC-55GAL,DuraClean LSC - 55 US gal plastic drum,Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,"$1,355.062500",$0.000000
B-DURACLEANLSC-5GAL,DuraClean LSC - 5 US gal jug,JUG,JUG,JUG,0,Active,Raw Material,0.000000,$136.000000,$0.000000
B-DURACLEANULTRA-55GAL,DuraClean Ultra - 55 US gal plastic drum,Drum,DRUM,DRUM,1,Active,Raw Material,0.000000,"$1,854.875000",$0.000000
B-DURACLEANULTRA-5GAL,DuraClean Ultra - 5 US gal jug,JUG,JUG,JUG,1,Active,Raw Material,0.000000,$181.050000,$105.572500
B-DURAFLUSH-275GAL,DuraFlush - 275 US gal tote,TOTE,Tote,Tote,0,Active,Raw Material,0.000000,"$2,715.625000",$0.000000
B-DURAFLUSH-55GAL,DuraFlush - 55 US gal plastic drum,Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,$581.845000,$405.955000
B-DURAFLUSH-5GAL,DuraFlush - 5 US gal jug,JUG,JUG,JUG,0,Active,Raw Material,0.000000,$62.560000,$45.375000
BAGS OF RAGS,Rags,N/A,,,0,Inactive,Raw Material,0.000000,$0.000000,$0.000000
BIOSOFT N91-8 DRM,BIOSOFT N91-8 DRUM,"Drum, KG",KG,DRUM,0,Active,Raw Material,325.400000,$11.736324,$8.400000
BIOWERX FLUID DRM,BIOWERX FLUID DRUM,"Drum, LITER",Liter,Drum,0,Active,Raw Material,0.000000,$0.000000,$0.000000
BLACK DYE 1898HF DRM,Unisol liquid black dye 1898HF,"KG, DRUM",kg,Drum,0,Active,Raw Material,231.181500,$23.437500,$0.000000
BLACK DYE 550-THAMES DRM,Thames black dye 505 - 164.75 kg / 363 lb drum,"75kg, Drum, LBS",LBS,DRUM,0,Active,Raw Material,"1,231.933208",$16.562500,$16.032500
BLACK DYE- 1XS DRUM,BLACK DYE- 1XS DRUM,"Drum, LBS",LBS,DRUM,0,Active,Raw Material,333.000000,$18.036000,$18.036000
BLACK LID 6 GALLON-LANX,BLACK LID 6 GALLON- LANXESS,Gallon,EA,EA,1,Active,Raw Material,49.000000,$0.000000,$0.000000
BLACK PAIL 6 GALLON-LANX,BLACK PAIL 6 GALLON- LANXESS,"Pail, Gallon",EA,EA,1,Active,Raw Material,185.000000,$0.000000,$0.000000
BLACK PLASTIC CAPS - 1L,GDF Black Plastic caps for 1L steel bottles,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
BLACKCAP-CHINA,BLACK CAPS PLASTIC,N/A,EA,EA,0,Active,Raw Material,"13,987.000000",$0.081000,$0.081000
BLACKPALLETCOVERS,51x49x73 BLACK PALLET COVERS 50/ROLL,N/A,EA,EA,1,Active,Raw Material,0.000000,$167.960000,$167.960000
BLACKPLASTICPAIL-5GALLON,BLACK PLASTIC PAIL - 5 GAL,Pail,EA,EA,0,Active,Raw Material,30.000000,$5.370000,$2.950000
BLUE FLUSH OIL TYPE-F,BLUE FLUSH OIL TYPE-F,LITER,Liter,Liter,0,Active,Raw Material,"11,346.000000",$0.000000,$0.000000
BLUE LIT 12-HYDRXY EP-0,SL G0 1-5-150 EP-TOTE (303 gal),KG,KG,KG,0,Active,Raw Material,0.000000,$4.875000,$4.719000
BLUE LIT COMPLEX# 2 DRM,Blue Lithium Complex EP 2 (Contractor's)- 180 kg drum,"180kg, Drum, KG",KG,Drum,0,Active,Raw Material,"1,665.000000",$7.890300,$4.078300
BLUE LITHIUM EP-0 KEG,Blue Lithium EP-0 KEG- 54.4 kg,"4kg, Keg",KEG,KEG,0,Active,Assembled,0.000000,$194.837280,$194.837280
BLULICOMPEP0,BC-0881-0 Blue lithium grease EP0,"KG, TOTE",KG,TOTE,1,Inactive,Raw Material,0.000000,$2.893766,$2.918700
BLULITTOTE,Blue Grease Tote BC-0881-0 EP0 (paper tote),N/A,EA,EA,1,Inactive,Raw Material,0.000000,$395.000000,$395.000000
BOTTLE U-LINE,BOTTLE U-LINE S-20074B - 8oz,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.370000,$0.370000
BOV BAC-8171,BOV BAC-8171,N/A,EA,EA,0,Active,Raw Material,"7,500.000000",$0.216000,$0.000000
BOV14OZ,BOV 14oz Male Power Pouch,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.437500,$0.472500
BOV500ML,Bag On Valve 500 ml,N/A,EA,EA,0,Active,Raw Material,"36,244.000000",$0.351000,$0.000000
BRACKET REPAIR,BRACKET REPAIR,1,1,EA,0,Active,Raw Material,0.000000,$150.000000,$0.000000
BRO RED CAP 38MM,BRO red cap for both 946 ml & 5 L bottles (with foil liner),N/A,EA,EA,1,Active,Raw Material,"36,782.000000",$0.080620,$0.000000
BRO016FOL5BMC,Back bottle label for BRO0W16FSC4,N/A,EA,EA,1,Active,Raw Material,583.000000,$0.078300,$0.000000
BRO016FOL5F,Front bottle label for BRO0W16FSC4,N/A,EA,EA,1,Active,Raw Material,597.000000,$0.078300,$0.000000
BRO020DOL5BMC,Back bottle label for BRO0W20FSD1G3C4,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.230000,$0.000000
BRO020DOL5F,Front bottle label for BRO0W20FSD1G3C4,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.230000,$0.000000
BRO0W16FSBLK,BRO SAE 0W-16 Full Synthetic Bulk Oil,LITRE,Litre,Litre,1,Active,Raw Material,0.000000,$0.000000,$0.000000
BRO0W16FSC4,BRO SAE 0W-16 Full Synthetic 4×5 L Case,Case,Case,Case,0,Active,Assembled,0.000000,$13.101214,$0.000000
BRO0W20FSD1G3BLK,BRO SAE 0W-20 Full Synthetic dexos 1 Gen 3 Bulk Oil,LITRE,Litre,Litre,1,Active,Raw Material,0.000000,$0.000000,$0.000000
BRO0W20FSD1G3C4,BRO SAE 0W-20 Full Synthetic dexos 1 Gen 3 4×5 L Case,Case,Case,Case,0,Active,Assembled,0.000000,$16.887759,$0.000000
BRO1030HDS5B,Back bottle label for BRO10W30HDSBC4 - 4×5L,N/A,EA,EA,0,Active,Raw Material,817.000000,$0.290000,$0.000000
BRO1030HDS5F,Front bottle label for BRO10W30HDSBC4 - 4×5L,N/A,EA,EA,0,Active,Raw Material,817.000000,$0.290000,$0.000000
BRO103XL94BMC,Back bottle label for BRO10W30SBC12 - 12×946 ml,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.120000,$0.000000
BRO103XL94F,Front bottle label for BRO10W30SBC12 - 12×946 ml,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.120000,$0.000000
BRO10W30HDSBBLK,BRO SAE 10W-30 Heavy Duty Synthetic Blend Bulk Oil,LITRE,Litre,Litre,1,Active,Raw Material,0.000000,$0.000000,$0.000000
BRO10W30HDSBC4,BRO SAE 10W-30 Heavy Duty Synthetic Blend 4×5 L Case,Case,Case,Case,0,Active,Assembled,0.000000,$15.804275,$0.000000
BRO10W30SBBLK,BRO SAE 10W-30 Synthetic Blend Bulk Oil,LITRE,Litre,Litre,1,Active,Raw Material,769.872000,$0.000000,$0.000000
BRO10W30SBC12,BRO SAE 10W-30 Synthetic Blend 12×946 ml Case,Case,Case,Case,0,Active,Assembled,0.000000,$13.373984,$0.000000
BRO12MLCTN2,BRO 12-pack carton (for 12×946 ml cases),Case,EA,EA,0,Active,Raw Material,263.000000,$1.731880,$0.000000
BRO154LL5BMC,Back bottle label for BRO15W40HDSBC4,N/A,EA,EA,1,Active,Raw Material,800.000000,$0.350000,$0.000000
BRO154LL5F,Front bottle label for BRO15W40HDSBC4,N/A,EA,EA,1,Active,Raw Material,800.000000,$0.350000,$0.000000
BRO154LL94BMC,Back bottle label for BRO15W40HDSBC12,N/A,EA,EA,1,Active,Raw Material,109.000000,$0.039500,$0.000000
BRO154LL94F,Front bottle label for BRO15W40HDSBC12,N/A,EA,EA,1,Active,Raw Material,114.000000,$0.039500,$0.000000
BRO15W40HDSBBLK,BRO SAE 15W-40 Heavy Duty Synthetic Blend Bulk Oil,LITRE,Litre,Litre,1,Active,Raw Material,232.360000,$0.000000,$0.000000
BRO15W40HDSBC12,BRO SAE 15W-40 Heavy Duty Synthetic Blend 12×946 ml Case,Case,Case,Case,0,Active,Assembled,0.000000,$11.411395,$0.000000
BRO15W40HDSBC4,BRO SAE 15W-40 Heavy Duty Synthetic Blend 4×5 L Case,Case,Case,Case,0,Active,Assembled,0.000000,$11.883054,$0.000000
BRO24MVL94BMC,Back bottle label for BROMVLVATFFSC12,N/A,EA,EA,0,Active,Raw Material,783.000000,$0.097000,$0.000000
BRO24MVL94F,Front bottle label for BROMVLVATFFSC12,N/A,EA,EA,0,Active,Raw Material,724.000000,$0.097000,$0.000000
BRO4X5LCTN2,BRO 4-pack carton (for 4×5 L cases),Case,EA,EA,0,Active,Raw Material,385.000000,$2.464520,$0.000000
BRO520DOL5BMC,Back bottle label for BRO5W20FSD1G3C4,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.340000,$0.000000
BRO520DOL5F,Front bottle label for BRO5W20FSD1G3C4,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.340000,$0.000000
BRO520XL94BMC,Back bottle label for BRO5W20SBC12,N/A,EA,EA,0,Active,Raw Material,602.000000,$0.122000,$0.000000
BRO520XL94F,Front bottle label for BRO5W20SBC12,N/A,EA,EA,0,Active,Raw Material,610.000000,$0.122000,$0.000000
BRO530DOL5BMC,Back bottle label for BRO5W30FSD1G3C4,N/A,EA,EA,0,Active,Raw Material,460.000000,$0.499000,$0.000000
BRO530DOL5F,Front bottle label for BRO5W30FSD1G3C4,N/A,EA,EA,0,Active,Raw Material,460.000000,$0.499000,$0.000000
BRO530XL94BMC,Back bottle label for BRO5W30SBC12,N/A,EA,EA,1,Active,Raw Material,451.000000,$0.272000,$0.000000
BRO530XL94F,Front bottle label for BRO5W30SBC12,N/A,EA,EA,1,Active,Raw Material,454.000000,$0.272000,$0.000000
BRO540EBROL5F,Front bottle label for BRO5W40FSEFC4,N/A,EA,EA,1,Active,Raw Material,253.000000,$0.078300,$0.000000
BRO540EL5BMC,Back bottle label for BRO5W40FSEFC4,N/A,EA,EA,1,Active,Raw Material,264.000000,$0.078300,$0.000000
BRO5W20FSD1G3BLK,BRO SAE 5W-20 Full Synthetic dexos 1 Gen 3 Bulk Oil,LITRE,Litre,Litre,1,Active,Raw Material,0.000000,$0.000000,$0.000000
BRO5W20FSD1G3C4,BRO SAE 5W-20 Full Synthetic dexos 1 Gen 3 4×5 L Case,Case,Case,Case,0,Active,Assembled,0.000000,$16.818868,$0.000000
BRO5W20SBBLK,BRO SAE 5W-20 Synthetic Blend Bulk Oil,LITRE,Litre,Litre,1,Active,Raw Material,0.000000,$0.000000,$0.000000
BRO5W20SBC12,BRO SAE 5W-20 Synthetic Blend 12×946 ml Case,Case,Case,Case,0,Active,Assembled,0.000000,$12.177272,$0.000000
BRO5W30FSD1G3BLK,BRO SAE 5W-30 Full Synthetic dexos 1 Gen 3 Bulk Oil,LITRE,Litre,Litre,1,Active,Raw Material,0.000000,$0.000000,$0.000000
BRO5W30FSD1G3C4,BRO SAE 5W-30 Full Synthetic dexos 1 Gen 3 4×5 L Case,Case,Case,Case,0,Active,Assembled,0.000000,$16.272844,$0.000000
